Jira.Project,Execution.Key,Test Cycle.Key,,Test Cycle.Name,Test Case.Key,Test Case.Name
EI,EI-E1001,EI-R14,Trishia,Negative_Student_Accounts,EI-T326,Deleting a student profile picture with malformed request parameters returns no server error
EI,EI-E1002,EI-R14,Trishia,Negative_Student_Accounts,EI-T315,Fetching a student account with a malformed id value is rejected
EI,EI-E1003,EI-R14,Trishia,Negative_Student_Accounts,EI-T316,Searching for teachers with non-numeric and out-of-range pagination values is rejected
EI,EI-E1004,EI-R14,Trishia,Negative_Student_Accounts,EI-T325,Updating a student profile picture with an empty file and with an oversized file is rejected
EI,EI-E1005,EI-R14,Trishia,Negative_Student_Accounts,EI-T324,Updating a student profile picture with an unsupported file type is rejected
EI,EI-E1006,EI-R14,Trishia,Negative_Student_Accounts,EI-T323,Updating a student profile picture with no file attached is rejected
EI,EI-E1007,EI-R14,Trishia,Negative_Student_Accounts,EI-T319,Updating student contact person details with an empty or over-length first_name value is rejected
EI,EI-E1008,EI-R14,Trishia,Negative_Student_Accounts,EI-T318,Updating student contact person details with phone_number supplied as the wrong data type is rejected
EI,EI-E1009,EI-R14,Trishia,Negative_Student_Accounts,EI-T317,Updating student contact person details without the required relationship field is rejected
EI,EI-E1010,EI-R15,Gelo,Negative_Student_Dashboard,EI-T331,Fetching a grade distribution with malformed request parameters returns no server error
EI,EI-E1011,EI-R15,Gelo,Negative_Student_Dashboard,EI-T332,Fetching a student GPA with malformed request parameters returns no server error
EI,EI-E1012,EI-R15,Gelo,Negative_Student_Dashboard,EI-T330,Fetching achievement badges with malformed request parameters returns no server error
EI,EI-E1013,EI-R15,Gelo,Negative_Student_Dashboard,EI-T335,Fetching student assignment statistics with malformed request parameters returns no server error
EI,EI-E1014,EI-R15,Gelo,Negative_Student_Dashboard,EI-T334,Fetching student class statistics with malformed request parameters returns no server error
EI,EI-E1015,EI-R15,Gelo,Negative_Student_Dashboard,EI-T336,Fetching student submission statistics with malformed request parameters returns no server error
EI,EI-E1016,EI-R15,Gelo,Negative_Student_Dashboard,EI-T333,Fetching upcoming assignments with an out-of-range limit value is rejected
EI,EI-E1017,EI-R16,Jim,Negative_Student_Classes,EI-T347,Cancelling a pending join request with a malformed class code is rejected
EI,EI-E1018,EI-R16,Jim,Negative_Student_Classes,EI-T349,Cancelling a pending join request with an excessively long or unknown class code is rejected
EI,EI-E1019,EI-R16,Jim,Negative_Student_Classes,EI-T348,Cancelling a pending join request with the class code omitted is rejected
EI,EI-E1020,EI-R16,Jim,Negative_Student_Classes,EI-T338,Fetching an enrolled class by code with a malformed class code is rejected
EI,EI-E1021,EI-R16,Jim,Negative_Student_Classes,EI-T340,Fetching an enrolled class by code with an excessively long or unknown class code is rejected
EI,EI-E1022,EI-R16,Jim,Negative_Student_Classes,EI-T339,Fetching an enrolled class by code with the class code omitted is rejected
EI,EI-E1023,EI-R16,Jim,Negative_Student_Classes,EI-T350,Fetching class announcements as a student with a malformed class identifier is rejected
EI,EI-E1024,EI-R16,Jim,Negative_Student_Classes,EI-T352,Fetching class announcements as a student with an excessively long or unknown class identifier is rejected
EI,EI-E1025,EI-R16,Jim,Negative_Student_Classes,EI-T351,Fetching class announcements as a student with the class identifier omitted is rejected
EI,EI-E1026,EI-R16,Jim,Negative_Student_Classes,EI-T337,Fetching enrolled classes with non-numeric and out-of-range pagination values is rejected
EI,EI-E1027,EI-R16,Jim,Negative_Student_Classes,EI-T341,Joining a class with a malformed class code is rejected
EI,EI-E1028,EI-R16,Jim,Negative_Student_Classes,EI-T343,Joining a class with an excessively long or unknown class code is rejected
EI,EI-E1029,EI-R16,Jim,Negative_Student_Classes,EI-T342,Joining a class with the class code omitted is rejected
EI,EI-E1030,EI-R16,Jim,Negative_Student_Classes,EI-T344,Requesting to leave a class with a malformed class code is rejected
EI,EI-E1031,EI-R16,Jim,Negative_Student_Classes,EI-T346,Requesting to leave a class with an excessively long or unknown class code is rejected
EI,EI-E1032,EI-R16,Jim,Negative_Student_Classes,EI-T345,Requesting to leave a class with the class code omitted is rejected
EI,EI-E1033,EI-R17,Paul,Negative_Student_Assignments,EI-T356,Fetching a class average grade with a malformed class code is rejected
EI,EI-E1034,EI-R17,Paul,Negative_Student_Assignments,EI-T358,Fetching a class average grade with an excessively long or unknown class code is rejected
EI,EI-E1035,EI-R17,Paul,Negative_Student_Assignments,EI-T357,Fetching a class average grade with the class code omitted is rejected
EI,EI-E1036,EI-R17,Paul,Negative_Student_Assignments,EI-T376,Fetching a student submission for review with a malformed assignment identifier is rejected
EI,EI-E1037,EI-R17,Paul,Negative_Student_Assignments,EI-T378,Fetching a student submission for review with an excessively long or unknown assignment identifier is rejected
EI,EI-E1038,EI-R17,Paul,Negative_Student_Assignments,EI-T377,Fetching a student submission for review with the assignment identifier omitted is rejected
EI,EI-E1039,EI-R17,Paul,Negative_Student_Assignments,EI-T359,Fetching an assignment as a student with a malformed assignment identifier is rejected
EI,EI-E1040,EI-R17,Paul,Negative_Student_Assignments,EI-T361,Fetching an assignment as a student with an excessively long or unknown assignment identifier is rejected
EI,EI-E1041,EI-R17,Paul,Negative_Student_Assignments,EI-T360,Fetching an assignment as a student with the assignment identifier omitted is rejected
EI,EI-E1042,EI-R17,Paul,Negative_Student_Assignments,EI-T362,Fetching assignment questions with a malformed assignment identifier is rejected
EI,EI-E1043,EI-R17,Paul,Negative_Student_Assignments,EI-T364,Fetching assignment questions with an excessively long or unknown assignment identifier is rejected
EI,EI-E1044,EI-R17,Paul,Negative_Student_Assignments,EI-T363,Fetching assignment questions with the assignment identifier omitted is rejected
EI,EI-E1045,EI-R17,Paul,Negative_Student_Assignments,EI-T353,Fetching class assignments as a student with a malformed class code is rejected
EI,EI-E1046,EI-R17,Paul,Negative_Student_Assignments,EI-T355,Fetching class assignments as a student with an excessively long or unknown class code is rejected
EI,EI-E1047,EI-R17,Paul,Negative_Student_Assignments,EI-T354,Fetching class assignments as a student with the class code omitted is rejected
EI,EI-E1048,EI-R17,Paul,Negative_Student_Assignments,EI-T375,Reporting a lockdown violation with a malformed assignment identifier is rejected
EI,EI-E1049,EI-R17,Paul,Negative_Student_Assignments,EI-T374,Reporting a lockdown violation with an empty or over-length type value is rejected
EI,EI-E1050,EI-R17,Paul,Negative_Student_Assignments,EI-T373,Reporting a lockdown violation with type supplied as the wrong data type is rejected
EI,EI-E1051,EI-R17,Paul,Negative_Student_Assignments,EI-T401,Requesting the next adaptive item with a malformed assignment identifier is rejected
EI,EI-E1052,EI-R17,Paul,Negative_Student_Assignments,EI-T400,Requesting the next adaptive item with a malformed question_classification value is rejected
EI,EI-E1053,EI-R17,Paul,Negative_Student_Assignments,EI-T399,Requesting the next adaptive item without the required prev_difficulty parameter is rejected
EI,EI-E1054,EI-R17,Paul,Negative_Student_Assignments,EI-T368,Saving assignment answers with a malformed assignment identifier is rejected
EI,EI-E1055,EI-R17,Paul,Negative_Student_Assignments,EI-T367,Saving assignment answers with an empty answers array is rejected
EI,EI-E1056,EI-R17,Paul,Negative_Student_Assignments,EI-T366,Saving assignment answers with answers supplied as the wrong data type is rejected
EI,EI-E1057,EI-R17,Paul,Negative_Student_Assignments,EI-T365,Saving assignment answers without the required answers field is rejected
EI,EI-E1058,EI-R17,Paul,Negative_Student_Assignments,EI-T404,Submitting an answer through the shared service with an empty answers array is rejected
EI,EI-E1059,EI-R17,Paul,Negative_Student_Assignments,EI-T403,Submitting an answer through the shared service with answers supplied as the wrong data type is rejected
EI,EI-E1060,EI-R17,Paul,Negative_Student_Assignments,EI-T402,Submitting an answer through the shared service without the required assignment_id field is rejected
EI,EI-E1061,EI-R17,Paul,Negative_Student_Assignments,EI-T372,Submitting assignment answers with a malformed assignment identifier is rejected
EI,EI-E1062,EI-R17,Paul,Negative_Student_Assignments,EI-T371,Submitting assignment answers with an empty answers array is rejected
EI,EI-E1063,EI-R17,Paul,Negative_Student_Assignments,EI-T370,Submitting assignment answers with answers supplied as the wrong data type is rejected
EI,EI-E1064,EI-R17,Paul,Negative_Student_Assignments,EI-T369,Submitting assignment answers without the required answers field is rejected
EI,EI-E1065,EI-R18,Paul,Negative_Student_Theme,EI-T382,Applying a student theme with an empty or over-length theme_id value is rejected
EI,EI-E1066,EI-R18,Paul,Negative_Student_Theme,EI-T381,Applying a student theme with color_mode supplied as the wrong data type is rejected
EI,EI-E1067,EI-R18,Paul,Negative_Student_Theme,EI-T380,Applying a student theme without the required theme_id field is rejected
EI,EI-E1068,EI-R18,Paul,Negative_Student_Theme,EI-T385,Deleting a student theme with malformed request parameters returns no server error
EI,EI-E1069,EI-R18,Paul,Negative_Student_Theme,EI-T379,Fetching a student theme with malformed request parameters returns no server error
EI,EI-E1070,EI-R18,Paul,Negative_Student_Theme,EI-T384,Updating student theme settings with an empty or over-length theme_name value is rejected
EI,EI-E1071,EI-R18,Paul,Negative_Student_Theme,EI-T383,Updating student theme settings with colors supplied as the wrong data type is rejected
EI,EI-E1072,EI-R19,Paul,Negative_Student_Features,EI-T387,Fetching a single feature status for a student with a malformed feature name is rejected
EI,EI-E1073,EI-R19,Paul,Negative_Student_Features,EI-T389,Fetching a single feature status for a student with an excessively long or unknown feature name is rejected
EI,EI-E1074,EI-R19,Paul,Negative_Student_Features,EI-T388,Fetching a single feature status for a student with the feature name omitted is rejected
EI,EI-E1075,EI-R19,Paul,Negative_Student_Features,EI-T392,Fetching a student district plan with malformed request parameters returns no server error
EI,EI-E1076,EI-R19,Paul,Negative_Student_Features,EI-T386,Fetching student feature flags with malformed request parameters returns no server error
EI,EI-E1077,EI-R19,Paul,Negative_Student_Features,EI-T390,Fetching student organisation details with malformed request parameters returns no server error
EI,EI-E1078,EI-R19,Paul,Negative_Student_Features,EI-T391,Fetching student school details with malformed request parameters returns no server error
EI,EI-E1079,EI-R20,,Edge_System_Health,EI-T419,[Health] Health probe reflects a downstream dependency outage
EI,EI-E1080,EI-R20,,Edge_System_Health,EI-T421,[Health] Health probe reflects a downstream dependency outage (2)
EI,EI-E1081,EI-R20,,Edge_System_Health,EI-T420,[Health] Health probe responds without credentials and discloses no environment detail
EI,EI-E1082,EI-R20,,Edge_System_Health,EI-T422,[Health] Health probe responds without credentials and discloses no environment detail (2)
EI,EI-E1083,EI-R21,Allan,Edge_System_Webhooks,EI-T781,[Webhooks] Auth0 user-sync event with an incorrect shared secret is rejected
EI,EI-E1084,EI-R21,Allan,Edge_System_Webhooks,EI-T780,[Webhooks] Auth0 user-sync event without a shared secret header is rejected
EI,EI-E1085,EI-R21,Allan,Edge_System_Webhooks,EI-T778,[Webhooks] Malformed Auth0 event payload is rejected without partial profile writes
EI,EI-E1086,EI-R21,Allan,Edge_System_Webhooks,EI-T779,[Webhooks] Replayed Auth0 user-sync event is processed idempotently
EI,EI-E1087,EI-R22,Allan,Edge_Auth_Authentication,EI-T434,[Authentication] Cleared session cookies carry the correct security attributes
EI,EI-E1088,EI-R22,Allan,Edge_Auth_Authentication,EI-T436,[Authentication] Empty result set is returned correctly when attempting to get current user profile
EI,EI-E1089,EI-R22,Allan,Edge_Auth_Authentication,EI-T435,[Authentication] Expired bearer token is rejected when attempting to get current user profile
EI,EI-E1090,EI-R22,Allan,Edge_Auth_Authentication,EI-T427,[Authentication] Expired or tampered refresh token is rejected during rotation
EI,EI-E1091,EI-R22,Allan,Edge_Auth_Authentication,EI-T431,[Authentication] Expired or tampered refresh token is rejected during rotation (2)
EI,EI-E1092,EI-R22,Allan,Edge_Auth_Authentication,EI-T438,[Authentication] High-volume result set stays complete and performant when attempting to get current user profile
EI,EI-E1093,EI-R22,Allan,Edge_Auth_Authentication,EI-T437,[Authentication] Missing Authorization header is rejected when attempting to get current user profile
EI,EI-E1094,EI-R22,Allan,Edge_Auth_Authentication,EI-T423,[Authentication] Omitting the required field 'email' is rejected when attempting to login with email and password
EI,EI-E1095,EI-R22,Allan,Edge_Auth_Authentication,EI-T439,[Authentication] Omitting the required field 'email' is rejected when attempting to request a password reset email
EI,EI-E1096,EI-R22,Allan,Edge_Auth_Authentication,EI-T426,[Authentication] Oversized 'email' value is handled safely when attempting to login with email and password
EI,EI-E1097,EI-R22,Allan,Edge_Auth_Authentication,EI-T442,[Authentication] Oversized 'email' value is handled safely when attempting to request a password reset email
EI,EI-E1098,EI-R22,Allan,Edge_Auth_Authentication,EI-T440,[Authentication] Password reset request for an unknown email does not enumerate accounts
EI,EI-E1099,EI-R22,Allan,Edge_Auth_Authentication,EI-T424,[Authentication] Repeated failed sign-in attempts are throttled without account enumeration
EI,EI-E1100,EI-R22,Allan,Edge_Auth_Authentication,EI-T428,[Authentication] Reusing an already rotated refresh token is rejected
EI,EI-E1101,EI-R22,Allan,Edge_Auth_Authentication,EI-T432,[Authentication] Reusing an already rotated refresh token is rejected (2)
EI,EI-E1102,EI-R22,Allan,Edge_Auth_Authentication,EI-T425,[Authentication] Script payload in 'email' is neutralised when attempting to login with email and password
EI,EI-E1103,EI-R22,Allan,Edge_Auth_Authentication,EI-T441,[Authentication] Script payload in 'email' is neutralised when attempting to request a password reset email
EI,EI-E1104,EI-R22,Allan,Edge_Auth_Authentication,EI-T429,[Authentication] Session rotation without a refresh-token cookie is rejected
EI,EI-E1105,EI-R22,Allan,Edge_Auth_Authentication,EI-T433,[Authentication] Session rotation without a refresh-token cookie is rejected (2)
EI,EI-E1106,EI-R22,Allan,Edge_Auth_Authentication,EI-T430,[Authentication] Simultaneous rotation requests issue only one valid session
EI,EI-E1107,EI-R23,Allan,Edge_Teacher_Accounts,EI-T461,[Accounts] Duplicate submission does not create a duplicate account
EI,EI-E1108,EI-R23,Allan,Edge_Teacher_Accounts,EI-T459,[Accounts] Empty update payload is handled correctly when attempting to update my account information
EI,EI-E1109,EI-R23,Allan,Edge_Teacher_Accounts,EI-T447,[Accounts] Expired bearer token is rejected when attempting to add a profile picture if I don't have one already
EI,EI-E1110,EI-R23,Allan,Edge_Teacher_Accounts,EI-T462,[Accounts] Expired bearer token is rejected when attempting to change my password by providing my current password
EI,EI-E1111,EI-R23,Allan,Edge_Teacher_Accounts,EI-T455,[Accounts] Expired bearer token is rejected when attempting to delete my profile picture
EI,EI-E1112,EI-R23,Allan,Edge_Teacher_Accounts,EI-T444,"[Accounts] Expired bearer token is rejected when attempting to search for users by name/email and role, or return current user account"
EI,EI-E1113,EI-R23,Allan,Edge_Teacher_Accounts,EI-T458,[Accounts] Expired bearer token is rejected when attempting to update my account information
EI,EI-E1114,EI-R23,Allan,Edge_Teacher_Accounts,EI-T451,[Accounts] Expired bearer token is rejected when attempting to update my profile picture
EI,EI-E1115,EI-R23,Allan,Edge_Teacher_Accounts,EI-T446,[Accounts] Interrupted upload leaves no orphaned asset when attempting to add a profile picture if I don't have one already
EI,EI-E1116,EI-R23,Allan,Edge_Teacher_Accounts,EI-T450,[Accounts] Interrupted upload leaves no orphaned asset when attempting to update my profile picture
EI,EI-E1117,EI-R23,Allan,Edge_Teacher_Accounts,EI-T456,[Accounts] Malformed teacher identifier is rejected when attempting to update my account information
EI,EI-E1118,EI-R23,Allan,Edge_Teacher_Accounts,EI-T453,[Accounts] Malformed teacherId identifier is rejected when attempting to delete my profile picture
EI,EI-E1119,EI-R23,Allan,Edge_Teacher_Accounts,EI-T460,[Accounts] Omitting the required field 'current_password' is rejected when attempting to change my password by providing my current password
EI,EI-E1120,EI-R23,Allan,Edge_Teacher_Accounts,EI-T445,[Accounts] Omitting the required field 'file' is rejected when attempting to add a profile picture if I don't have one already
EI,EI-E1121,EI-R23,Allan,Edge_Teacher_Accounts,EI-T449,[Accounts] Omitting the required field 'file' is rejected when attempting to update my profile picture
EI,EI-E1122,EI-R23,Allan,Edge_Teacher_Accounts,EI-T463,[Accounts] Script payload in 'current_password' is neutralised when attempting to change my password by providing my current password
EI,EI-E1123,EI-R23,Allan,Edge_Teacher_Accounts,EI-T448,[Accounts] Script payload in 'file' is neutralised when attempting to add a profile picture if I don't have one already
EI,EI-E1124,EI-R23,Allan,Edge_Teacher_Accounts,EI-T452,[Accounts] Script payload in 'file' is neutralised when attempting to update my profile picture
EI,EI-E1125,EI-R23,Allan,Edge_Teacher_Accounts,EI-T443,"[Accounts] Unknown 'search' filter value returns no matches when attempting to search for users by name/email and role, or return current user account"
EI,EI-E1126,EI-R23,Allan,Edge_Teacher_Accounts,EI-T457,[Accounts] Unknown teacher identifier returns not found when attempting to update my account information
EI,EI-E1127,EI-R23,Allan,Edge_Teacher_Accounts,EI-T454,[Accounts] Unknown teacherId identifier returns not found when attempting to delete my profile picture
EI,EI-E1128,EI-R24,Paul,Edge_Teacher_Dashboard,EI-T469,[Dashboard] Empty result set is returned correctly when attempting to fetch statistics for assignments
EI,EI-E1129,EI-R24,Paul,Edge_Teacher_Dashboard,EI-T465,[Dashboard] Empty result set is returned correctly when attempting to fetch statistics for classes
EI,EI-E1130,EI-R24,Paul,Edge_Teacher_Dashboard,EI-T467,[Dashboard] Empty result set is returned correctly when attempting to fetch statistics for students
EI,EI-E1131,EI-R24,Paul,Edge_Teacher_Dashboard,EI-T471,[Dashboard] Empty result set is returned correctly when attempting to fetch statistics for submissions
EI,EI-E1132,EI-R24,Paul,Edge_Teacher_Dashboard,EI-T468,[Dashboard] Expired bearer token is rejected when attempting to fetch statistics for assignments
EI,EI-E1133,EI-R24,Paul,Edge_Teacher_Dashboard,EI-T464,[Dashboard] Expired bearer token is rejected when attempting to fetch statistics for classes
EI,EI-E1134,EI-R24,Paul,Edge_Teacher_Dashboard,EI-T466,[Dashboard] Expired bearer token is rejected when attempting to fetch statistics for students
EI,EI-E1135,EI-R24,Paul,Edge_Teacher_Dashboard,EI-T470,[Dashboard] Expired bearer token is rejected when attempting to fetch statistics for submissions
EI,EI-E1136,EI-R25,Trishia,Edge_Teacher_Classes,EI-T473,[Classes] Duplicate submission does not create a duplicate classe
EI,EI-E1137,EI-R25,Trishia,Edge_Teacher_Classes,EI-T516,[Classes] Expired bearer token is rejected when attempting to accept a student's request to join a class
EI,EI-E1138,EI-R25,Trishia,Edge_Teacher_Classes,EI-T522,[Classes] Expired bearer token is rejected when attempting to accept a student's request to leave a class
EI,EI-E1139,EI-R25,Trishia,Edge_Teacher_Classes,EI-T484,[Classes] Expired bearer token is rejected when attempting to create a class announcement
EI,EI-E1140,EI-R25,Trishia,Edge_Teacher_Classes,EI-T474,[Classes] Expired bearer token is rejected when attempting to create a new class
EI,EI-E1141,EI-R25,Trishia,Edge_Teacher_Classes,EI-T499,[Classes] Expired bearer token is rejected when attempting to delete a class
EI,EI-E1142,EI-R25,Trishia,Edge_Teacher_Classes,EI-T488,[Classes] Expired bearer token is rejected when attempting to delete a class announcement
EI,EI-E1143,EI-R25,Trishia,Edge_Teacher_Classes,EI-T510,[Classes] Expired bearer token is rejected when attempting to delete a class cover photo
EI,EI-E1144,EI-R25,Trishia,Edge_Teacher_Classes,EI-T477,[Classes] Expired bearer token is rejected when attempting to fetch all classes
EI,EI-E1145,EI-R25,Trishia,Edge_Teacher_Classes,EI-T519,[Classes] Expired bearer token is rejected when attempting to remove a student from a class
EI,EI-E1146,EI-R25,Trishia,Edge_Teacher_Classes,EI-T513,[Classes] Expired bearer token is rejected when attempting to restore a soft-deleted class
EI,EI-E1147,EI-R25,Trishia,Edge_Teacher_Classes,EI-T506,[Classes] Expired bearer token is rejected when attempting to update a class cover photo
EI,EI-E1148,EI-R25,Trishia,Edge_Teacher_Classes,EI-T495,[Classes] Expired bearer token is rejected when attempting to update a class details
EI,EI-E1149,EI-R25,Trishia,Edge_Teacher_Classes,EI-T502,[Classes] Expired bearer token is rejected when attempting to upload a class cover photo
EI,EI-E1150,EI-R25,Trishia,Edge_Teacher_Classes,EI-T505,[Classes] Interrupted upload leaves no orphaned asset when attempting to update a class cover photo
EI,EI-E1151,EI-R25,Trishia,Edge_Teacher_Classes,EI-T501,[Classes] Interrupted upload leaves no orphaned asset when attempting to upload a class cover photo
EI,EI-E1152,EI-R25,Trishia,Edge_Teacher_Classes,EI-T478,[Classes] Malformed class code identifier is rejected when attempting to fetch a class by its code
EI,EI-E1153,EI-R25,Trishia,Edge_Teacher_Classes,EI-T489,[Classes] Malformed class code identifier is rejected when attempting to fetch the gradebook for a specific class
EI,EI-E1154,EI-R25,Trishia,Edge_Teacher_Classes,EI-T514,[Classes] Malformed class identifier is rejected when attempting to accept a student's request to join a class
EI,EI-E1155,EI-R25,Trishia,Edge_Teacher_Classes,EI-T497,[Classes] Malformed class identifier is rejected when attempting to delete a class
EI,EI-E1156,EI-R25,Trishia,Edge_Teacher_Classes,EI-T486,[Classes] Malformed class identifier is rejected when attempting to delete a class announcement
EI,EI-E1157,EI-R25,Trishia,Edge_Teacher_Classes,EI-T508,[Classes] Malformed class identifier is rejected when attempting to delete a class cover photo
EI,EI-E1158,EI-R25,Trishia,Edge_Teacher_Classes,EI-T524,[Classes] Malformed class identifier is rejected when attempting to fetch the assignments for a specific class
EI,EI-E1159,EI-R25,Trishia,Edge_Teacher_Classes,EI-T480,[Classes] Malformed class identifier is rejected when attempting to fetch the messages for a specific class
EI,EI-E1160,EI-R25,Trishia,Edge_Teacher_Classes,EI-T491,[Classes] Malformed class identifier is rejected when attempting to fetch the roster of students for a specific class
EI,EI-E1161,EI-R25,Trishia,Edge_Teacher_Classes,EI-T517,[Classes] Malformed class identifier is rejected when attempting to remove a student from a class
EI,EI-E1162,EI-R25,Trishia,Edge_Teacher_Classes,EI-T511,[Classes] Malformed class identifier is rejected when attempting to restore a soft-deleted class
EI,EI-E1163,EI-R25,Trishia,Edge_Teacher_Classes,EI-T482,[Classes] Omitting the required field 'content' is rejected when attempting to create a class announcement
EI,EI-E1164,EI-R25,Trishia,Edge_Teacher_Classes,EI-T504,[Classes] Omitting the required field 'file' is rejected when attempting to update a class cover photo
EI,EI-E1165,EI-R25,Trishia,Edge_Teacher_Classes,EI-T500,[Classes] Omitting the required field 'file' is rejected when attempting to upload a class cover photo
EI,EI-E1166,EI-R25,Trishia,Edge_Teacher_Classes,EI-T520,[Classes] Omitting the required field 'is_granted' is rejected when attempting to accept a student's request to leave a class
EI,EI-E1167,EI-R25,Trishia,Edge_Teacher_Classes,EI-T472,[Classes] Omitting the required field 'title' is rejected when attempting to create a new class
EI,EI-E1168,EI-R25,Trishia,Edge_Teacher_Classes,EI-T493,[Classes] Omitting the required field 'title' is rejected when attempting to update a class details
EI,EI-E1169,EI-R25,Trishia,Edge_Teacher_Classes,EI-T476,[Classes] Out-of-range 'page_num' value is handled safely when attempting to fetch all classes
EI,EI-E1170,EI-R25,Trishia,Edge_Teacher_Classes,EI-T485,[Classes] Script payload in 'content' is neutralised when attempting to create a class announcement
EI,EI-E1171,EI-R25,Trishia,Edge_Teacher_Classes,EI-T507,[Classes] Script payload in 'file' is neutralised when attempting to update a class cover photo
EI,EI-E1172,EI-R25,Trishia,Edge_Teacher_Classes,EI-T503,[Classes] Script payload in 'file' is neutralised when attempting to upload a class cover photo
EI,EI-E1173,EI-R25,Trishia,Edge_Teacher_Classes,EI-T523,[Classes] Script payload in 'is_granted' is neutralised when attempting to accept a student's request to leave a class
EI,EI-E1174,EI-R25,Trishia,Edge_Teacher_Classes,EI-T475,[Classes] Script payload in 'title' is neutralised when attempting to create a new class
EI,EI-E1175,EI-R25,Trishia,Edge_Teacher_Classes,EI-T496,[Classes] Script payload in 'title' is neutralised when attempting to update a class details
EI,EI-E1176,EI-R25,Trishia,Edge_Teacher_Classes,EI-T479,[Classes] Unknown class code identifier returns not found when attempting to fetch a class by its code
EI,EI-E1177,EI-R25,Trishia,Edge_Teacher_Classes,EI-T490,[Classes] Unknown class code identifier returns not found when attempting to fetch the gradebook for a specific class
EI,EI-E1178,EI-R25,Trishia,Edge_Teacher_Classes,EI-T515,[Classes] Unknown class identifier returns not found when attempting to accept a student's request to join a class
EI,EI-E1179,EI-R25,Trishia,Edge_Teacher_Classes,EI-T521,[Classes] Unknown class identifier returns not found when attempting to accept a student's request to leave a class
EI,EI-E1180,EI-R25,Trishia,Edge_Teacher_Classes,EI-T483,[Classes] Unknown class identifier returns not found when attempting to create a class announcement
EI,EI-E1181,EI-R25,Trishia,Edge_Teacher_Classes,EI-T498,[Classes] Unknown class identifier returns not found when attempting to delete a class
EI,EI-E1182,EI-R25,Trishia,Edge_Teacher_Classes,EI-T487,[Classes] Unknown class identifier returns not found when attempting to delete a class announcement
EI,EI-E1183,EI-R25,Trishia,Edge_Teacher_Classes,EI-T509,[Classes] Unknown class identifier returns not found when attempting to delete a class cover photo
EI,EI-E1184,EI-R25,Trishia,Edge_Teacher_Classes,EI-T525,[Classes] Unknown class identifier returns not found when attempting to fetch the assignments for a specific class
EI,EI-E1185,EI-R25,Trishia,Edge_Teacher_Classes,EI-T481,[Classes] Unknown class identifier returns not found when attempting to fetch the messages for a specific class
EI,EI-E1186,EI-R25,Trishia,Edge_Teacher_Classes,EI-T492,[Classes] Unknown class identifier returns not found when attempting to fetch the roster of students for a specific class
EI,EI-E1187,EI-R25,Trishia,Edge_Teacher_Classes,EI-T518,[Classes] Unknown class identifier returns not found when attempting to remove a student from a class
EI,EI-E1188,EI-R25,Trishia,Edge_Teacher_Classes,EI-T512,[Classes] Unknown class identifier returns not found when attempting to restore a soft-deleted class
EI,EI-E1189,EI-R25,Trishia,Edge_Teacher_Classes,EI-T494,[Classes] Unknown class identifier returns not found when attempting to update a class details
EI,EI-E1190,EI-R26,Khyne,Edge_Teacher_Question,EI-T530,[Question] Duplicate submission does not create a duplicate question
EI,EI-E1191,EI-R26,Khyne,Edge_Teacher_Question,EI-T546,[Question] Empty result set is returned correctly when attempting to clear all filters
EI,EI-E1192,EI-R26,Khyne,Edge_Teacher_Question,EI-T544,[Question] Empty result set is returned correctly when attempting to get filter options with counts
EI,EI-E1193,EI-R26,Khyne,Edge_Teacher_Question,EI-T539,[Question] Empty update payload is handled correctly when attempting to update a specific question by its ID
EI,EI-E1194,EI-R26,Khyne,Edge_Teacher_Question,EI-T545,[Question] Expired bearer token is rejected when attempting to clear all filters
EI,EI-E1195,EI-R26,Khyne,Edge_Teacher_Question,EI-T531,[Question] Expired bearer token is rejected when attempting to create a new question
EI,EI-E1196,EI-R26,Khyne,Edge_Teacher_Question,EI-T542,[Question] Expired bearer token is rejected when attempting to delete a specific question by its ID
EI,EI-E1197,EI-R26,Khyne,Edge_Teacher_Question,EI-T529,[Question] Expired bearer token is rejected when attempting to fetch all staff questions accessible to me
EI,EI-E1198,EI-R26,Khyne,Edge_Teacher_Question,EI-T543,[Question] Expired bearer token is rejected when attempting to get filter options with counts
EI,EI-E1199,EI-R26,Khyne,Edge_Teacher_Question,EI-T538,[Question] Expired bearer token is rejected when attempting to update a specific question by its ID
EI,EI-E1200,EI-R26,Khyne,Edge_Teacher_Question,EI-T549,[Question] Expired bearer token is rejected when attempting to upload an image to embed in a question
EI,EI-E1201,EI-R26,Khyne,Edge_Teacher_Question,EI-T548,[Question] Interrupted upload leaves no orphaned asset when attempting to upload an image to embed in a question
EI,EI-E1202,EI-R26,Khyne,Edge_Teacher_Question,EI-T540,[Question] Malformed question identifier is rejected when attempting to delete a specific question by its ID
EI,EI-E1203,EI-R26,Khyne,Edge_Teacher_Question,EI-T534,[Question] Malformed question identifier is rejected when attempting to fetch a specific question by its ID
EI,EI-E1204,EI-R26,Khyne,Edge_Teacher_Question,EI-T536,[Question] Malformed question identifier is rejected when attempting to update a specific question by its ID
EI,EI-E1205,EI-R26,Khyne,Edge_Teacher_Question,EI-T526,[Question] Malformed teacher identifier is rejected when attempting to fetch all questions accessible to me
EI,EI-E1206,EI-R26,Khyne,Edge_Teacher_Question,EI-T533,[Question] Missing Authorization header is rejected when attempting to create a new question
